Id,SalePrice
1461,117723.13361738
1462,161053.2000500919
1463,184016.0835950985
1464,189813.43563325447
1465,191406.68392239118
1466,178102.66585916706
1467,170874.84996723046
1468,169234.28786307384
1469,174701.0656771947
1470,127290.82959390202
1471,201367.6899732094
1472,89136.74129277273
1473,101086.65757851538
1474,151469.92811490598
1475,115005.58645541307
1476,375482.35259011516
1477,250684.43359822087
1478,316609.6036579599
1479,287354.28389048966
1480,547677.680508783
1481,321153.9169756935
1482,206825.13651564275
1483,175798.21458367875
1484,167379.61121332037
1485,175365.10271156763
1486,193877.41760073512
1487,322071.21227703843
1488,231207.85832516447
1489,194073.77147911498
1490,231098.52739231236
1491,191882.09831141352
1492,96416.8354442556
1493,167732.63363745742
1494,303308.51256768923
1495,283904.9553992961
1496,238782.19992396486
1497,177758.06367578608
1498,167059.1721931842
1499,155612.07630336852
1500,158989.39959938035
1501,173218.36753866094
1502,157352.31729908404
1503,278028.81085007056
1504,238329.27879366514
1505,225975.6815337899
1506,175593.51298086683
1507,250468.4374384449
1508,194509.58583561305
1509,162955.72859650693
1510,149470.36044322522
1511,153459.91162630467
1512,171111.9575083564
1513,143481.55518695165
1514,153885.39777904155
1515,191468.97607551378
1516,149196.22878187872
1517,159757.53901501722
1518,133040.2901203955
1519,223316.49982172588
1520,138063.01884286504
1521,135817.03650240446
1522,169744.49969254548
1523,114574.34438906622
1524,120403.84834647719
1525,126055.25748377077
1526,116994.48869537737
1527,108685.4061934771
1528,128854.44425046325
1529,146220.27744677843
1530,169082.89057836094
1531,117162.78090610447
1532,104723.53450449907
1533,148561.4575366973
1534,122094.98260716231
1535,150742.57356347216
1536,108127.61257601692
1537,76811.22043886383
1538,144823.66296651418
1539,172141.425958323
1540,109528.6907157295
1541,140539.16468724297
1542,142673.04963373204
1543,200801.06329265845
1544,83055.27157337203
1545,113982.64478902477
1546,133079.81465756625
1547,134967.68952435043
1548,132248.69893343045
1549,115499.24901310906
1550,133030.83755524547
1551,107595.45363481794
1552,137779.74663990486
1553,136428.74010253392
1554,112119.94059052198
1555,169907.9677543907
1556,86784.701311739
1557,108390.33380549139
1558,94827.98678925679
1559,67508.89660844771
1560,122853.48969253167
1561,130969.4186819981
1562,128854.44425046325
1563,116289.85930083046
1564,165668.4680791004
1565,144859.6939275745
1566,233298.20934724872
1567,79636.78535291755
1568,238873.64265438833
1569,139553.4758088804
1570,134249.16306222425
1571,126004.78434183136
1572,149169.8938721369
1573,225016.9484032673
1574,117410.66401355504
1575,215984.04586651307
1576,234326.67387587728
1577,189539.32369795907
1578,144675.8765457679
1579,143430.41442492793
1580,187277.79646108966
1581,132620.24604875885
1582,130836.71443618312
1583,320195.0939525165
1584,231776.83354556793
1585,145232.78895627373
1586,82632.17440767054
1587,94751.66994973496
1588,145137.39235389285
1589,105099.54316904227
1590,132612.74033063112
1591,99575.0543425146
1592,134380.7272809145
1593,122066.86076515017
1594,135211.06402081653
1595,109718.12320695541
1596,231218.03564461973
1597,187005.0529517235
1598,199086.68250836778
1599,167311.93826255307
1600,171413.049307364
1601,66003.25656922179
1602,112896.95886517105
1603,74663.08099477328
1604,276003.05653206113
1605,241465.5930708222
1606,163397.59347554017
1607,167688.834514883
1608,209346.3027526205
1609,188192.77240136918
1610,161206.74077634455
1611,145180.240837313
1612,186048.18891066016
1613,167568.4097367974
1614,123200.57090211175
1615,86050.82094926128
1616,77146.91512804302
1617,86324.1103075762
1618,124724.95638135112
1619,139724.91056881353
1620,162829.24534659574
1621,141003.05941141397
1622,144932.2102525427
1623,270063.3924608938
1624,216077.19976081976
1625,126067.26741249986
1626,171523.82408516866
1627,187856.2317103612
1628,276003.05653206113
1629,171833.61350189746
1630,386566.53978314047
1631,209661.96632531608
1632,240537.75167522865
1633,172732.72943814917
1634,188192.77240136918
1635,177470.41466402632
1636,168581.13407279766
1637,197856.30805250164
1638,192054.0261391938
1639,182591.01395600126
1640,255608.07008410362
1641,171235.90696864098
1642,234125.05153002188
1643,227955.20400636166
1644,228828.0539002236
1645,213782.34355242614
1646,154143.8398666793
1647,164367.3423692442
1648,134742.5856197613
1649,137627.47438946954
1650,118297.79977976413
1651,118902.53545336892
1652,98143.00808818944
1653,93339.9596445785
1654,148314.3226681673
1655,140439.5222920858
1656,144641.992089648
1657,146780.73594223603
1658,146904.44371088897
1659,119472.79541767138
1660,154761.61772152456
1661,530899.3284489407
1662,396284.50695865805
1663,390869.5469493434
1664,547902.5338327772
1665,319059.6657379268
1666,329293.1721441195
1667,397893.30561182013
1668,349283.4910992792
1669,289082.8279104819
1670,347115.2755461709
1671,284862.47634586977
1672,458049.8726970752
1673,295624.02442694415
